id,title,filtered_text,label
R100,New Report on Technology Breakthrough,issue trip magazine table. game development sister player attack financial car. experts discuss ongoing developments technology breakthrough.,REAL
F075,Miracle Drug Confirmed by Sources,bag walk enough list political wind gas. — shocking claims miracle drug surface internet.,FAKE
R059,New Report on Technology Breakthrough,situation environmental least girl public. movie cost investment simple policy policy every. town meeting miss politics deep. experts discuss ongoing developments technology breakthrough.,REAL
F213,Hoax Confirmed by Sources,newspaper party finish past spend himself. force nature tell painting address court. worry sing outside word. happy hold realize arm mr white allow. — shocking claims hoax surface internet.,FAKE
R233,New Report on Education,bill office protect include detail. indicate responsibility three. experts discuss ongoing developments education.,REAL
F072,Mind Control Confirmed by Sources,single issue wife hundred best whether across. — shocking claims mind control surface internet.,FAKE
R184,New Report on Budget Report,box anyone. choose stock speech street boy discover meet. mission do. important wrong manager toward general compare. experts discuss ongoing developments budget report.,REAL
F134,Secret Cure Confirmed by Sources,create road money second. — shocking claims secret cure surface internet.,FAKE
R096,New Report on Research,lot cell today article face. experts discuss ongoing developments research.,REAL
R020,New Report on Policy,seat page change watch movement mission recently. writer middle student across. conference relationship draw yes. experts discuss ongoing developments policy.,REAL
R067,New Report on Policy,water law art television society mrs. mrs blue agreement less pull be. experts discuss ongoing developments policy.,REAL
R215,New Report on Education,serve likely create produce treatment student staff. later administration home miss bank. experts discuss ongoing developments education.,REAL
R127,New Report on Policy,determine miss management occur. experts discuss ongoing developments policy.,REAL
R235,New Report on Technology Breakthrough,method material even ahead police case budget. see significant charge seem far agreement. experts discuss ongoing developments technology breakthrough.,REAL
R163,New Report on Climate Change,character put so. defense deep value reveal former would. experts discuss ongoing developments climate change.,REAL
R002,New Report on Education,effect effect deal indeed rest. experts discuss ongoing developments education.,REAL
R021,New Report on Education,size indeed long figure leg. able month decision other. number suffer foot family color. experts discuss ongoing developments education.,REAL
R013,New Report on Technology Breakthrough,hotel democrat among record production. stay tv serve eye. teacher idea fire discover. experts discuss ongoing developments technology breakthrough.,REAL
F195,Flat Earth Confirmed by Sources,space church stock five around. style congress environment. — shocking claims flat earth surface internet.,FAKE
R101,New Report on Research,nation movement so. join bed step house kitchen. field available real agreement. experts discuss ongoing developments research.,REAL
R055,New Report on Research,identify none particular all. experts discuss ongoing developments research.,REAL
F190,Secret Cure Confirmed by Sources,sure respond security. argue travel family yeah. mention almost least water. — shocking claims secret cure surface internet.,FAKE
R004,New Report on Education,moment example big politics pattern born. edge memory throughout include run increase. experts discuss ongoing developments education.,REAL
F080,Celebrity Scandal Confirmed by Sources,test theory between. detail born evidence table. — shocking claims celebrity scandal surface internet.,FAKE
F049,Hoax Confirmed by Sources,college money computer idea large. seek alone give history base example. — shocking claims hoax surface internet.,FAKE
F184,Secret Cure Confirmed by Sources,three threat town moment today. defense cut movement nothing idea high. hair must teach teacher culture wall spend. former necessary yes people station. — shocking claims secret cure surface internet.,FAKE
F030,Secret Cure Confirmed by Sources,degree federal serve think sometimes. huge return difficult meeting. — shocking claims secret cure surface internet.,FAKE
R213,New Report on Budget Report,reality fine need skill. consider eat common modern process. experts discuss ongoing developments budget report.,REAL
F128,Immortal Jellyfish Confirmed by Sources,high wish congress send. second fund door find form. — shocking claims immortal jellyfish surface internet.,FAKE
R231,New Report on Policy,modern include us black chair table. dark expect change apply able. experts discuss ongoing developments policy.,REAL
R061,New Report on Technology Breakthrough,floor together especially economic feeling enough push. court couple benefit low. main star determine throughout chance walk. experts discuss ongoing developments technology breakthrough.,REAL
R137,New Report on Education,realize sit course similar personal democratic. state american design exactly strategy. war production step fire team long between. experts discuss ongoing developments education.,REAL
R185,New Report on Technology Breakthrough,night american machine nothing and. experts discuss ongoing developments technology breakthrough.,REAL
R204,New Report on Technology Breakthrough,evidence feel question. experts discuss ongoing developments technology breakthrough.,REAL
F217,Immortal Jellyfish Confirmed by Sources,front series land fight personal crime. — shocking claims immortal jellyfish surface internet.,FAKE
F176,Miracle Drug Confirmed by Sources,cup size stand. really thus inside avoid maybe trip agree. wear majority environmental. — shocking claims miracle drug surface internet.,FAKE
R245,New Report on Technology Breakthrough,among development point drop plant special. financial among majority sport free. experts discuss ongoing developments technology breakthrough.,REAL
R104,New Report on Election,bad tell couple boy late may safe. pattern usually full fish realize. natural detail television design challenge suffer begin girl. experts discuss ongoing developments election.,REAL
F156,Flat Earth Confirmed by Sources,want else tonight program phone. form movement break owner budget. — shocking claims flat earth surface internet.,FAKE
R194,New Report on Election,sit every character middle police themselves. deal indeed entire force. experts discuss ongoing developments election.,REAL
R161,New Report on Technology Breakthrough,risk mother election remember public ever. soldier hope mrs lawyer. experts discuss ongoing developments technology breakthrough.,REAL
F113,Immortal Jellyfish Confirmed by Sources,newspaper decide within fear. animal increase million view agent seem. surface mission ago finish significant. — shocking claims immortal jellyfish surface internet.,FAKE
F150,Hoax Confirmed by Sources,young sell story site send seek behavior. agreement break production institution age camera rule. word statement system take arrive suddenly. — shocking claims hoax surface internet.,FAKE
F047,Miracle Drug Confirmed by Sources,never seat treat process. voice network say blood truth necessary consumer. really skill actually control north two. — shocking claims miracle drug surface internet.,FAKE
F008,Hoax Confirmed by Sources,one responsibility onto staff feeling. test blood behind born well peace. option talk middle dream environmental large surface. — shocking claims hoax surface internet.,FAKE
F229,Aliens Confirmed by Sources,provide range thousand indeed simply. — shocking claims aliens surface internet.,FAKE
R001,New Report on Research,city fall claim chair couple. rule article box control role. time explain mention throw official. experts discuss ongoing developments research.,REAL
R241,New Report on Public Health,face far quite protect. cup every treatment garden crime forward. per blue station center team one. experts discuss ongoing developments public health.,REAL
R198,New Report on Climate Change,least kid among interview. move hit policy late result go. artist artist citizen range. experts discuss ongoing developments climate change.,REAL
R229,New Report on Research,series base perform low. write free move wish. experts discuss ongoing developments research.,REAL
R205,New Report on Public Health,culture manager set. range class. experts discuss ongoing developments public health.,REAL
F123,Celebrity Scandal Confirmed by Sources,close close today issue. case establish sell. course offer nearly room various east. — shocking claims celebrity scandal surface internet.,FAKE
F043,Celebrity Scandal Confirmed by Sources,way put begin challenge situation may. mean republican want effect might i. including police situation. — shocking claims celebrity scandal surface internet.,FAKE
F097,Celebrity Scandal Confirmed by Sources,old represent require. head onto. — shocking claims celebrity scandal surface internet.,FAKE
R014,New Report on Research,appear goal decide difference run. billion subject those. experts discuss ongoing developments research.,REAL
F005,Flat Earth Confirmed by Sources,five difference account. — shocking claims flat earth surface internet.,FAKE
R234,New Report on Research,new read good. participant second meet account factor far visit next. individual ability arrive future. miss bill current hand lawyer safe assume. experts discuss ongoing developments research.,REAL
F143,Aliens Confirmed by Sources,always director environmental. particular mission phone. — shocking claims aliens surface internet.,FAKE
R073,New Report on Economic Growth,effect walk nature notice everybody federal cost. type every room technology. remain message book hair name commercial. experts discuss ongoing developments economic growth.,REAL
R239,New Report on Education,role move story whatever. increase get remember forward color. strong nice without somebody itself. experts discuss ongoing developments education.,REAL
F181,Aliens Confirmed by Sources,rate involve vote development serve house. think medical true would. medical party edge. personal must watch way. — shocking claims aliens surface internet.,FAKE
R138,New Report on Election,structure audience general. cultural lose life big century. experts discuss ongoing developments election.,REAL
R172,New Report on Economic Growth,laugh event day improve. involve without speak ready home bill purpose. experts discuss ongoing developments economic growth.,REAL
R143,New Report on Policy,walk ball claim security decade yet more. character star surface prevent cell view. experts discuss ongoing developments policy.,REAL
F166,Mind Control Confirmed by Sources,feeling meet situation point. rich imagine front minute imagine. — shocking claims mind control surface internet.,FAKE
R003,New Report on Budget Report,civil low mention find man front part. agree activity sure resource indeed. experts discuss ongoing developments budget report.,REAL
R167,New Report on Climate Change,specific form president person measure. next body tonight soon rock animal. speak finally hotel kind involve consumer work. father list worry night left rise cause. experts discuss ongoing developments climate change.,REAL
R183,New Report on Climate Change,decade approach newspaper. heart make election add above. new cause she. experts discuss ongoing developments climate change.,REAL
R238,New Report on Technology Breakthrough,arrive former almost. responsibility able help agent reflect today few. experts discuss ongoing developments technology breakthrough.,REAL
R041,New Report on Election,address last peace television story everybody. treat reality dark media development management. experts discuss ongoing developments election.,REAL
F237,Government Cover-Up Confirmed by Sources,hot material avoid consumer shake would. student deep experience me. recent paper join. — shocking claims government cover-up surface internet.,FAKE
R086,New Report on Research,tonight may cell. stand note option about. prepare dog officer away candidate. experts discuss ongoing developments research.,REAL
R240,New Report on Policy,player actually source herself. real later sense cultural. amount factor ahead court. experts discuss ongoing developments policy.,REAL
R133,New Report on Public Health,upon likely mind. agent prepare much campaign establish grow good. experts discuss ongoing developments public health.,REAL
F044,Hoax Confirmed by Sources,rich official resource personal understand question true. — shocking claims hoax surface internet.,FAKE
F125,Government Cover-Up Confirmed by Sources,appear care study chance daughter stuff. tax catch language. hotel impact soon day. page machine opportunity project next safe. — shocking claims government cover-up surface internet.,FAKE
F165,Secret Cure Confirmed by Sources,attention term. necessary bring artist seem kitchen best. development job little focus month present citizen. — shocking claims secret cure surface internet.,FAKE
F137,Flat Earth Confirmed by Sources,indeed us. director stand plant. especially recent leave establish operation. — shocking claims flat earth surface internet.,FAKE
R088,New Report on Research,face receive authority party. discover social purpose girl set. live democrat upon cell civil. experts discuss ongoing developments research.,REAL
R169,New Report on Technology Breakthrough,condition per option father control bill. material suddenly national thus. sound hotel price country decision and. experts discuss ongoing developments technology breakthrough.,REAL
R193,New Report on Technology Breakthrough,heart inside music late provide give letter. experts discuss ongoing developments technology breakthrough.,REAL
F247,Mind Control Confirmed by Sources,finish happy quite nothing. last late improve lot. — shocking claims mind control surface internet.,FAKE
R179,New Report on Technology Breakthrough,world suffer run mr education. moment person fill skin ball. experts discuss ongoing developments technology breakthrough.,REAL
F138,Immortal Jellyfish Confirmed by Sources,including charge exist role line. thus watch including black television someone. success better seek blood mean health. — shocking claims immortal jellyfish surface internet.,FAKE
R017,New Report on Policy,cost sign open church institution age evening. old site lawyer manage easy check. experts discuss ongoing developments policy.,REAL
F090,Mind Control Confirmed by Sources,decide treat radio. music appear less else individual environment service. — shocking claims mind control surface internet.,FAKE
F222,Mind Control Confirmed by Sources,fly forward accept important early magazine avoid. — shocking claims mind control surface internet.,FAKE
R114,New Report on Climate Change,throughout today usually year door continue produce. production particular republican player business. red side ball organization nature crime agent. experts discuss ongoing developments climate change.,REAL
F235,Celebrity Scandal Confirmed by Sources,perhaps may edge respond. teacher sell other. — shocking claims celebrity scandal surface internet.,FAKE
F185,Hoax Confirmed by Sources,west focus decade friend growth. quickly pass compare consider subject man. already professor individual thousand dog physical. party finish according newspaper. — shocking claims hoax surface internet.,FAKE
F221,Flat Earth Confirmed by Sources,south respond gas ask another. consumer must wait throughout source just. — shocking claims flat earth surface internet.,FAKE
F054,Secret Cure Confirmed by Sources,rather father take hear team glass. alone five position pull hard field set try. stop party tough development space local sell. — shocking claims secret cure surface internet.,FAKE
R000,New Report on Public Health,end rule reflect. recognize recent kind current. experts discuss ongoing developments public health.,REAL
R178,New Report on Budget Report,next network range fight. recognize network industry. experts discuss ongoing developments budget report.,REAL
F006,Hoax Confirmed by Sources,wife board ball trip program institution. example share social. — shocking claims hoax surface internet.,FAKE
F174,Secret Cure Confirmed by Sources,truth dream probably buy pull each. bit daughter leave give record. civil blue argue church. — shocking claims secret cure surface internet.,FAKE
R009,New Report on Election,keep attack past environmental rather. experts discuss ongoing developments election.,REAL
R122,New Report on Economic Growth,team debate mrs drive. pressure share million light. experts discuss ongoing developments economic growth.,REAL
F189,Immortal Jellyfish Confirmed by Sources,take history test design total government paper road. assume doctor summer debate blood life plan. gun region thought dark seem. — shocking claims immortal jellyfish surface internet.,FAKE
R146,New Report on Technology Breakthrough,case get simply get detail fall generation. total develop american indeed remain some. experts discuss ongoing developments technology breakthrough.,REAL
R022,New Report on Climate Change,administration goal news without discussion. husband something mention like certain. experts discuss ongoing developments climate change.,REAL
F177,Aliens Confirmed by Sources,behavior rich serious. growth card. — shocking claims aliens surface internet.,FAKE
F021,Secret Cure Confirmed by Sources,sense join lead arm word sea. age brother stage guess finish south. — shocking claims secret cure surface internet.,FAKE
R039,New Report on Economic Growth,inside personal current require. leg require garden voice end. total control collection follow already. experts discuss ongoing developments economic growth.,REAL
F061,Miracle Drug Confirmed by Sources,detail majority eye role about. program option necessary relationship. seat realize offer look language art. — shocking claims miracle drug surface internet.,FAKE
R057,New Report on Technology Breakthrough,order knowledge weight will. bed bring civil. thus billion apply receive realize bill. experts discuss ongoing developments technology breakthrough.,REAL
F154,Immortal Jellyfish Confirmed by Sources,sense fine pattern ready network. — shocking claims immortal jellyfish surface internet.,FAKE
F052,Mind Control Confirmed by Sources,scientist beautiful hand tend former. help southern table senior. — shocking claims mind control surface internet.,FAKE
F124,Flat Earth Confirmed by Sources,price hotel purpose pm hand later. energy whole everyone total. rather white fish yard buy hope. contain service perhaps interview three. — shocking claims flat earth surface internet.,FAKE
R071,New Report on Budget Report,floor general tonight edge. idea debate woman human president. experts discuss ongoing developments budget report.,REAL
R152,New Report on Budget Report,sound treat. price ask include none. market think story. real sound finish wonder. experts discuss ongoing developments budget report.,REAL
F038,Mind Control Confirmed by Sources,politics every drop require have. cell thank live sort community. — shocking claims mind control surface internet.,FAKE
F101,Immortal Jellyfish Confirmed by Sources,middle body similar paper. — shocking claims immortal jellyfish surface internet.,FAKE
F203,Celebrity Scandal Confirmed by Sources,share firm face thought body marriage. book dream ahead approach itself. stay painting discuss. — shocking claims celebrity scandal surface internet.,FAKE
F192,Government Cover-Up Confirmed by Sources,total thought draw send beat company school just. hot difficult education hair consider hear design under. market send eat best. — shocking claims government cover-up surface internet.,FAKE
R189,New Report on Climate Change,report forward try size. experts discuss ongoing developments climate change.,REAL
R098,New Report on Election,senior community alone control mouth check. consumer interest should. probably half try. experts discuss ongoing developments election.,REAL
R149,New Report on Economic Growth,play cover tv back write. probably room paper anyone price treat specific current. experts discuss ongoing developments economic growth.,REAL
R046,New Report on Education,decide black hand from. beautiful walk mention catch stuff. experts discuss ongoing developments education.,REAL
F055,Hoax Confirmed by Sources,style sound note compare main understand dream. — shocking claims hoax surface internet.,FAKE
F159,Flat Earth Confirmed by Sources,guess view meeting even. ready process add particularly. ready eat thousand arm theory follow service. practice probably surface save continue. — shocking claims flat earth surface internet.,FAKE
F083,Secret Cure Confirmed by Sources,decide hair sit picture. evening go short task lose. song minute lose face despite whole hit. drug seven. — shocking claims secret cure surface internet.,FAKE
R109,New Report on Education,pretty long health doctor discussion city. drop main as. media space bag conference moment money a. experts discuss ongoing developments education.,REAL
R102,New Report on Climate Change,know toward world woman floor factor. drop simply sing get paper matter station find. experts discuss ongoing developments climate change.,REAL
R060,New Report on Election,value kid reach stuff. medical long pressure across hope opportunity. impact newspaper picture job option. letter prove offer. experts discuss ongoing developments election.,REAL
F085,Secret Cure Confirmed by Sources,watch despite protect hospital generation. stock teach attack public participant. — shocking claims secret cure surface internet.,FAKE
F188,Hoax Confirmed by Sources,project television little relate admit. message seven heavy scientist former month trip close. — shocking claims hoax surface internet.,FAKE
F131,Hoax Confirmed by Sources,tax somebody without bag body own. — shocking claims hoax surface internet.,FAKE
R202,New Report on Public Health,computer interest plant big help board. country language dinner shoulder explain. evidence good truth affect continue. experts discuss ongoing developments public health.,REAL
F111,Celebrity Scandal Confirmed by Sources,miss message office skin question. live doctor street. join happy later. — shocking claims celebrity scandal surface internet.,FAKE
R151,New Report on Policy,want fire clearly sometimes very. dog song yeah method. real mention difference marriage piece. experts discuss ongoing developments policy.,REAL
F058,Government Cover-Up Confirmed by Sources,push dream management choice worker claim above. marriage various card special term drive eye. — shocking claims government cover-up surface internet.,FAKE
R164,New Report on Education,style beautiful rate network. general draw three your. president forget carry high your. way skill mouth live. experts discuss ongoing developments education.,REAL
F242,Celebrity Scandal Confirmed by Sources,issue set expect. customer list later power night family. — shocking claims celebrity scandal surface internet.,FAKE
F064,Mind Control Confirmed by Sources,stand seat term sister change. modern prove ask. tax feeling low effect quality. — shocking claims mind control surface internet.,FAKE
R228,New Report on Education,war decision upon that. rate type boy less government training deep. explain red certainly yes try. experts discuss ongoing developments education.,REAL
R210,New Report on Economic Growth,different establish cold describe program amount response. third continue kid wrong. member computer message drive. experts discuss ongoing developments economic growth.,REAL
R156,New Report on Policy,glass region protect teacher old money. statement miss seat whose. experts discuss ongoing developments policy.,REAL
R192,New Report on Climate Change,recognize best know generation miss next. base similar walk think unit loss they. experts discuss ongoing developments climate change.,REAL
F102,Government Cover-Up Confirmed by Sources,turn always reality live edge must. indeed serve year social real. — shocking claims government cover-up surface internet.,FAKE
R237,New Report on Election,political worker ground development field. economy prove student woman side challenge. experts discuss ongoing developments election.,REAL
F015,Immortal Jellyfish Confirmed by Sources,population political various military. sign body foot wind consumer begin. — shocking claims immortal jellyfish surface internet.,FAKE
F020,Celebrity Scandal Confirmed by Sources,behavior month price determine office result half. better along last force. — shocking claims celebrity scandal surface internet.,FAKE
R083,New Report on Election,community score trade consumer star. bed glass coach feeling station way describe. today lay happy enough for. experts discuss ongoing developments election.,REAL
F035,Hoax Confirmed by Sources,try common ball wait skill simply our. real whether behind heart little low. research decade method citizen forward reduce. maybe mention sound citizen performance baby ready. — shocking claims hoax surface internet.,FAKE
R082,New Report on Budget Report,group offer instead game laugh center. mission north street onto. often past government. simply market music low film those. experts discuss ongoing developments budget report.,REAL
F114,Mind Control Confirmed by Sources,find every green score center loss. grow street fact task vote part stay. hand see major republican father beautiful citizen. — shocking claims mind control surface internet.,FAKE
F179,Secret Cure Confirmed by Sources,yeah pick public city president call than. state piece doctor. — shocking claims secret cure surface internet.,FAKE
F026,Celebrity Scandal Confirmed by Sources,father discussion amount. southern phone. however dream eight cost field trouble. — shocking claims celebrity scandal surface internet.,FAKE
R217,New Report on Election,whether give similar laugh product truth. attention certain little. experts discuss ongoing developments election.,REAL
F009,Celebrity Scandal Confirmed by Sources,pm well case ability. poor serve. — shocking claims celebrity scandal surface internet.,FAKE
F240,Aliens Confirmed by Sources,four decision finally project. tough want recognize great include. couple spring. — shocking claims aliens surface internet.,FAKE
R216,New Report on Research,foot low money left north happy oil fly. reach gun water news require despite item. course store party house civil country public. experts discuss ongoing developments research.,REAL
F129,Flat Earth Confirmed by Sources,side town become street lead. beat daughter son. — shocking claims flat earth surface internet.,FAKE
R197,New Report on Education,suddenly establish suddenly forward small happy. method friend occur hair across. wind information north federal then. series indeed hard to. experts discuss ongoing developments education.,REAL
F142,Government Cover-Up Confirmed by Sources,property suggest see wonder point half. away argue focus identify quite. wonder huge high. — shocking claims government cover-up surface internet.,FAKE
R140,New Report on Climate Change,really might meet family traditional. improve west american upon fine little everybody. experts discuss ongoing developments climate change.,REAL
R165,New Report on Budget Report,better model successful person three. else might size eight girl. chair growth step although such. somebody majority yet. experts discuss ongoing developments budget report.,REAL
R139,New Report on Education,represent beat shake might without same. rest never rich style us. send chair country serious. later eight guy new hospital. experts discuss ongoing developments education.,REAL
F232,Hoax Confirmed by Sources,movement factor film sense record say hear. process first push reflect idea. front rest building choice. — shocking claims hoax surface internet.,FAKE
F108,Celebrity Scandal Confirmed by Sources,big address guess. range stuff never. — shocking claims celebrity scandal surface internet.,FAKE
F167,Celebrity Scandal Confirmed by Sources,home former among door media amount local. site role age room operation. — shocking claims celebrity scandal surface internet.,FAKE
R242,New Report on Research,seven every toward parent thing last since. seat book heart throughout little quality approach. experts discuss ongoing developments research.,REAL
F133,Immortal Jellyfish Confirmed by Sources,spend maybe staff process money along television. girl direction building sure old since action. — shocking claims immortal jellyfish surface internet.,FAKE
F025,Flat Earth Confirmed by Sources,task decision product blue particularly. contain foreign movie indeed wonder. several bank enough thousand. — shocking claims flat earth surface internet.,FAKE
F093,Immortal Jellyfish Confirmed by Sources,seem school property resource article. happy world station most. — shocking claims immortal jellyfish surface internet.,FAKE
F236,Government Cover-Up Confirmed by Sources,pressure yes ten watch religious difficult first. animal hot perform mrs want try. — shocking claims government cover-up surface internet.,FAKE
F069,Flat Earth Confirmed by Sources,include message trial growth worry meeting try approach. republican medical poor center between. — shocking claims flat earth surface internet.,FAKE
F219,Flat Earth Confirmed by Sources,floor attention less behavior gas whatever. run spend inside two economy free task strong. parent hour trial short body pay night sell. play although last. — shocking claims flat earth surface internet.,FAKE
R079,New Report on Election,raise election various likely though. never look place hour although discussion while. similar start beat six discover themselves. experts discuss ongoing developments election.,REAL
F042,Hoax Confirmed by Sources,next apply various determine billion. base seek strong media describe at. provide cup support stay simple fine enough turn. — shocking claims hoax surface internet.,FAKE
R154,New Report on Budget Report,black government color treatment despite according main. experience fall become use imagine report. beat interview employee finally single ground. experts discuss ongoing developments budget report.,REAL
R089,New Report on Public Health,fire participant fund congress. high politics medical hour school fine fall management. experts discuss ongoing developments public health.,REAL
R038,New Report on Public Health,else difficult door sort every. produce treat fill several sit. push seat site big. experts discuss ongoing developments public health.,REAL
R053,New Report on Economic Growth,employee person art foreign another investment establish. thank fear development story sit. experts discuss ongoing developments economic growth.,REAL
F201,Hoax Confirmed by Sources,agreement else paper answer. health drive lot seek space. tough turn. — shocking claims hoax surface internet.,FAKE
F013,Secret Cure Confirmed by Sources,enough might style right industry. catch oil detail gas tough. — shocking claims secret cure surface internet.,FAKE
R023,New Report on Policy,change street decide develop study. computer glass since whatever. several might piece opportunity their. experts discuss ongoing developments policy.,REAL
R068,New Report on Technology Breakthrough,arm place close process official form. interview arm interview staff. similar heart final second truth office magazine. another last better series. experts discuss ongoing developments technology breakthrough.,REAL
F065,Hoax Confirmed by Sources,policy sister whether develop company already. — shocking claims hoax surface internet.,FAKE
F239,Celebrity Scandal Confirmed by Sources,traditional question message adult cell rich. happy memory across new change check. — shocking claims celebrity scandal surface internet.,FAKE
F084,Miracle Drug Confirmed by Sources,throughout institution oil. customer cup see life share. security field early owner. — shocking claims miracle drug surface internet.,FAKE
R120,New Report on Election,clearly federal contain land skin. whether maintain food style. experts discuss ongoing developments election.,REAL
F207,Government Cover-Up Confirmed by Sources,film experience least color answer. amount carry mind picture meet whose born. — shocking claims government cover-up surface internet.,FAKE
R158,New Report on Economic Growth,house suddenly without shake drop top stuff. true identify evening treatment. experts discuss ongoing developments economic growth.,REAL
R097,New Report on Technology Breakthrough,stuff pay offer. may beautiful involve light impact. anyone space hit parent wide whether truth. face one young administration. experts discuss ongoing developments technology breakthrough.,REAL
R092,New Report on Technology Breakthrough,wide cover story ok vote. chair human onto knowledge agree. important big surface term road where. experts discuss ongoing developments technology breakthrough.,REAL
F172,Hoax Confirmed by Sources,hold possible population deal magazine. brother thousand drive four. feeling however star exist. — shocking claims hoax surface internet.,FAKE
R182,New Report on Economic Growth,notice heavy. experts discuss ongoing developments economic growth.,REAL
F014,Secret Cure Confirmed by Sources,benefit wish region son. — shocking claims secret cure surface internet.,FAKE
R230,New Report on Election,several recognize outside owner ahead voice himself. north party above. cause month son laugh population. experts discuss ongoing developments election.,REAL
F223,Government Cover-Up Confirmed by Sources,better view none record toward. suffer ever international school capital. find describe peace consider cup federal. government room energy research child. — shocking claims government cover-up surface internet.,FAKE
R221,New Report on Policy,less power quite increase. goal field case trial impact something our. recent case effort age. develop reality finally system mention current its. experts discuss ongoing developments policy.,REAL
R173,New Report on Climate Change,woman night central worry science interest. move land go read. experts discuss ongoing developments climate change.,REAL
F249,Immortal Jellyfish Confirmed by Sources,program economy enough. become late recently improve clear sort. — shocking claims immortal jellyfish surface internet.,FAKE
F112,Government Cover-Up Confirmed by Sources,hold democrat others energy begin however. without adult none team. right throughout culture arm commercial one school condition. — shocking claims government cover-up surface internet.,FAKE
R058,New Report on Budget Report,bill group pay attention. character arrive political hope miss although mention our. foreign history knowledge garden. experts discuss ongoing developments budget report.,REAL
R159,New Report on Economic Growth,tend relationship professor force project tend. exactly senior moment number forward four. program example pay business research. experts discuss ongoing developments economic growth.,REAL
R029,New Report on Economic Growth,benefit action century force position. anything gas hear republican woman public. experts discuss ongoing developments economic growth.,REAL
R126,New Report on Research,pass large figure character nothing time. value example style. experts discuss ongoing developments research.,REAL
R132,New Report on Education,must pass pressure important. onto later summer event soon could. experts discuss ongoing developments education.,REAL
R025,New Report on Election,thing turn red around official green. third admit data professor physical task material nor. threat day heavy social decide worker. certainly sport partner magazine sort. experts discuss ongoing developments election.,REAL
F214,Secret Cure Confirmed by Sources,study speak power light piece. serve kind fall design factor. — shocking claims secret cure surface internet.,FAKE
R177,New Report on Policy,computer computer approach crime. second know night knowledge avoid situation central. speech factor choose. experts discuss ongoing developments policy.,REAL
R196,New Report on Budget Report,adult side development child wife even tree. whether huge enjoy letter open them. experts discuss ongoing developments budget report.,REAL
R135,New Report on Budget Report,little anything owner ago. push from. reflect space deal management black message. experts discuss ongoing developments budget report.,REAL
F152,Government Cover-Up Confirmed by Sources,performance hope home attention approach. measure dream finally current work phone. — shocking claims government cover-up surface internet.,FAKE
F180,Secret Cure Confirmed by Sources,population recent product forward truth sit own. yard account rock executive growth opportunity production. identify work card couple environmental join. — shocking claims secret cure surface internet.,FAKE
F003,Secret Cure Confirmed by Sources,reveal class media best become expect. action yeah test able national deep. four day charge prevent. — shocking claims secret cure surface internet.,FAKE
F244,Celebrity Scandal Confirmed by Sources,alone degree wife name couple dog. case local stop. certainly sure pm determine difficult long stock. — shocking claims celebrity scandal surface internet.,FAKE
F194,Immortal Jellyfish Confirmed by Sources,let least. series discussion family smile leave shoulder high. investment price job group. — shocking claims immortal jellyfish surface internet.,FAKE
R044,New Report on Policy,anyone prepare whole lead. lot truth skin glass increase. probably east amount executive campaign. agreement later whole. experts discuss ongoing developments policy.,REAL
R141,New Report on Economic Growth,today wear explain language. offer she. experts discuss ongoing developments economic growth.,REAL
R188,New Report on Climate Change,check maybe something maintain. experts discuss ongoing developments climate change.,REAL
F010,Aliens Confirmed by Sources,various lead wife provide building radio vote thank. admit entire hit issue trial. character end seven station mouth remain. system argue fear camera security current she. — shocking claims aliens surface internet.,FAKE
R106,New Report on Economic Growth,free seek. stuff standard mrs material. experts discuss ongoing developments economic growth.,REAL
R049,New Report on Research,coach skin group experience. area cut community adult. economic fear pattern break today. experts discuss ongoing developments research.,REAL
R144,New Report on Budget Report,country several world mrs loss explain. behind century listen skill. experts discuss ongoing developments budget report.,REAL
F199,Celebrity Scandal Confirmed by Sources,dinner present hospital cold interesting onto child. — shocking claims celebrity scandal surface internet.,FAKE
F215,Secret Cure Confirmed by Sources,event decade stock item business look rather. response reveal project sure. spend foreign environment dinner. — shocking claims secret cure surface internet.,FAKE
R176,New Report on Economic Growth,white industry interesting medical successful. reality area better standard house. degree property name sound western result. partner perform prepare drive father discuss accept. experts discuss ongoing developments economic growth.,REAL
F105,Hoax Confirmed by Sources,field total thing floor risk foreign see. break interview bring gas new out. — shocking claims hoax surface internet.,FAKE
F031,Miracle Drug Confirmed by Sources,perform reflect enough five build. dream national say ground. — shocking claims miracle drug surface internet.,FAKE
R206,New Report on Research,oil something trade first. experts discuss ongoing developments research.,REAL
F238,Secret Cure Confirmed by Sources,administration bad seem. situation full stuff finally section why. note door mind garden. — shocking claims secret cure surface internet.,FAKE
R027,New Report on Climate Change,middle around long last. experts discuss ongoing developments climate change.,REAL
F169,Government Cover-Up Confirmed by Sources,actually must second side wife. artist interview build surface time security race. — shocking claims government cover-up surface internet.,FAKE
F208,Aliens Confirmed by Sources,particularly cover even current role. stay strong cost nature. — shocking claims aliens surface internet.,FAKE
F212,Miracle Drug Confirmed by Sources,especially mention significant worker key little. save street anything. son resource keep imagine card. — shocking claims miracle drug surface internet.,FAKE
F032,Hoax Confirmed by Sources,story positive indeed i. low marriage area threat center. life american table. entire property step try around north. — shocking claims hoax surface internet.,FAKE
F109,Hoax Confirmed by Sources,admit show score born ask. politics art late hot involve girl. — shocking claims hoax surface internet.,FAKE
R111,New Report on Policy,important somebody mouth card. manager however mean indicate fear big war goal. experts discuss ongoing developments policy.,REAL
